name,centroid_lat,centroid_lon,drainage_area,elevation_mean,elevation_min,elevation_max
1664000,4320022.9463,-289127.7186,1627.4603,238.4543,78.2503,1204.1155
1666500,4294593.5863,-307346.6294,475.6976,266.5915,86.905,1226.9669
1667500,4286398.2156,-310582.5933,1230.792,264.7467,73.2808,1227.8871
1669000,4221343.8822,-201102.4544,76.9462,37.3499,-0.1265,57.4653
1669520,4205661.253,-188009.8006,286.7155,33.2401,7.5165,72.3445
2011400,4283702.1909,-439703.7889,419.0081,811.3734,485.2838,1333.075
2013000,4237606.6117,-486627.7419,436.407,691.581,377.6174,1165.902
2014000,4220936.7881,-491732.2839,406.6907,732.5628,389.3636,1220.7441
2015700,4294283.7278,-421739.1063,291.7906,796.6902,486.5209,1328.6971
2016000,4272738.2119,-430494.2396,1219.628,658.1906,307.2878,1329.979
2017500,4206575.0629,-502621.5541,278.3223,699.168,381.11,1318.0101
2018000,4207823.8702,-490432.6399,870.6408,635.4571,303.0116,1325.9973
2027000,4234432.1525,-383462.2581,245.6885,549.1808,175.3121,1235.8503
2027500,4228264.3752,-391489.3564,130.1976,630.3914,184.1087,1232.4873
2028500,4244359.9653,-367878.3137,250.6643,402.8016,162.3326,1203.4907
2038850,4186790.7227,-356437.5262,24.1987,200.9379,135.7353,281.064
2046000,4141351.8749,-277205.4559,296.8774,85.8859,40.6712,130.477
2051500,4119812.9991,-322187.1297,1453.8334,122.1251,43.2661,200.0177
2053200,4055631.7064,-240148.7121,593.4794,21.8329,-1.9447,45.2627
2053800,4166492.4107,-501670.2618,286.5882,709.4116,417.8913,1192.9226
2055100,4199825.8058,-468508.6079,34.0891,435.2494,357.8272,754.91
2056900,4158741.7722,-480362.053,306.6359,466.0696,267.2313,1051.6565
2059500,4182093.8759,-445363.4576,497.265,334.3666,182.1701,838.0486
2064000,4169459.7041,-385797.3692,436.8262,211.7688,126.2362,433.5302
2065500,4163796.0335,-367486.8147,257.2393,184.2268,113.9341,273.5471
2069700,4113103.0874,-507554.0865,234.8341,445.9506,251.7199,945.1061
2070000,4114779.7119,-491298.9181,286.2087,331.5494,223.4065,871.232
2074500,4113885.3063,-449265.0848,295.1056,243.6213,139.539,361.305
2077200,4066084.127,-419619.9033,128.1278,186.4222,127.0485,234.4949
2081500,4061515.0914,-373872.6947,440.596,148.6327,86.9525,223.1026
2082950,4059549.199,-303748.142,468.6433,83.2986,36.9599,142.5903
2092500,3911053.5369,-284176.0898,461.1707,23.985,7.5417,50.2233
2096846,4033179.1693,-419165.5097,20.0625,196.0994,155.8272,237.8362
2102908,3938090.8163,-431041.9135,20.2716,101.0733,58.8416,158.7362
2108000,3913051.6665,-315821.4487,1590.6092,34.1002,7.1549,59.5893
2111180,4073992.6932,-628151.2688,134.9916,629.1896,326.52,1251.8591
2111500,4085281.8726,-605161.3491,240.0033,556.2231,299.5034,1134.2085
2112120,4091105.4626,-587264.9738,338.5332,528.5404,297.4133,1181.5137
2112360,4095451.1753,-568429.1595,212.6412,477.1376,283.6055,1013.126
2118500,4059518.9032,-573837.1268,412.9611,357.8469,225.6046,698.2616
2125000,3976495.6923,-533183.0684,148.1569,193.1968,132.4598,243.3062
2128000,3985885.7405,-484649.9512,278.9453,208.0822,126.0469,311.1528
2137727,4024756.1479,-696477.9253,340.2487,649.6266,377.0256,1718.8062
2140991,4060035.527,-649773.8446,538.6733,623.4505,306.144,1803.2344
2143000,4020544.599,-641417.1241,217.7535,447.4352,274.3598,903.0356
2143040,4013305.4037,-646362.7804,70.2779,543.3994,334.8791,881.1407
2149000,4010601.3447,-692464.4036,211.853,472.395,251.506,1096.209
2152100,4009099.9603,-659076.6378,161.7131,466.4242,274.5734,907.7817
2177000,3961842.752,-801230.4786,548.7198,759.5721,350.837,1480.995
2178400,3966003.8116,-831707.3876,158.6935,884.8116,568.6526,1666.1389
2193340,3819657.582,-793864.9858,93.855,172.309,128.0819,211.5432
2196000,3832621.6219,-712485.3609,1459.4584,142.2493,61.9276,205.6678
2198100,3721879.3911,-707249.0416,82.5605,82.5082,57.7145,117.0953
2202600,3642509.4294,-694267.0924,619.3518,35.2579,6.8797,72.8625
2212600,3768436.5524,-877505.9383,198.9786,159.9671,112.6791,216.9728
2215100,3668599.9987,-889133.1222,446.0325,114.2606,65.1474,165.0072
2216180,3631491.1509,-829921.7689,133.6026,83.4352,53.4692,116.6307
2221525,3788275.5377,-867517.8526,516.1434,176.676,115.7769,240.924
2231000,3439137.8246,-780014.9049,2034.8782,38.7506,12.9088,56.6958
2245500,3378951.6383,-748492.4584,367.0754,36.2453,4.7969,76.1732
2246000,3407114.7464,-753801.1506,481.0697,33.4292,1.9723,101.898
2296500,3102831.4629,-753753.9166,884.3852,26.7551,8.2876,55.9004
2297155,3117968.5289,-794079.8146,111.3088,36.673,17.0164,58.0612
2297310,3099948.5562,-791471.9686,595.6114,24.605,4.1637,57.8426
2298123,3065647.1623,-759369.1943,616.4012,20.4456,8.2786,55.4826
2298608,3101257.6974,-804896.2854,327.7625,21.8757,9.1654,47.8722
2299950,3117310.4169,-804469.8906,189.8041,33.7387,13.9123,62.5813
2300700,3142942.8641,-818459.6063,86.8086,23.298,2.6708,67.5904
2342933,3663841.5085,-1059718.5578,308.5724,110.3716,64.1701,205.378
2349900,3665419.5447,-904739.0486,132.5957,118.3123,87.3428,152.9549
2350900,3655384.3225,-970804.7271,1437.8719,138.649,67.8285,229.5683
2361000,3615072.4328,-1071818.7315,1888.4149,114.1429,44.7468,192.7886
2363000,3649663.168,-1085450.0173,1372.8356,132.623,76.7174,209.1409
2369800,3577014.6287,-1197690.2184,247.9637,69.8618,38.7497,103.1785
2371500,3654443.7792,-1117355.9252,1339.752,127.832,71.2562,202.7537
2372250,3657476.2771,-1143877.7198,1221.8167,123.7584,68.7945,200.4498
2374500,3634895.9623,-1225691.5227,490.7641,108.5707,55.6311,174.4104
2381600,3935263.4146,-922718.7089,29.5245,512.4234,373.8756,835.7478
2384540,3973624.13,-939061.3978,23.3412,651.0852,251.3586,1123.3776
2395120,3910558.5257,-965572.0941,89.8698,266.1258,220.9598,336.9088
2415000,3800617.966,-1082537.5174,522.1034,279.6077,172.222,474.3706
2427250,3670685.651,-1211316.6255,726.8771,90.4542,40.8093,175.3552
2430085,3987863.3743,-1279029.8039,43.746,147.4908,112.3712,197.3134
2450250,3957999.417,-1205644.9672,260.2085,251.1776,165.3901,326.0664
2464000,3883387.4993,-1237373.2687,625.2716,147.2537,72.5819,237.2885
2464360,3864028.0582,-1247836.2663,160.8555,113.6028,71.6495,177.794
2465493,3804661.4518,-1243484.8941,92.6478,100.0773,41.4444,173.3851
2469800,3679883.1533,-1303633.3959,457.6092,69.2265,15.0384,157.2781
2472000,3734781.0282,-1448460.6402,2111.378,118.4385,61.39,192.3689
2472500,3686755.007,-1479121.7025,866.4358,110.878,48.3676,169.8685
2479155,3618705.957,-1425982.3103,150.9483,68.0125,34.3632,100.6274
2479300,3595440.9448,-1446617.6922,1262.7396,63.2528,7.5872,120.3207
2479560,3613434.3784,-1364220.6753,1582.7826,62.313,15.438,109.2882
2481000,3574760.9131,-1454718.2599,274.9068,48.688,7.0447,110.4985
2481510,3588797.9769,-1473130.3194,880.6959,66.593,5.3342,126.6224
4015330,5468061.3818,-1228579.0119,240.8448,373.4258,183.8928,566.3318
4024430,5420507.2201,-1288977.0769,1187.971,325.1523,185.2566,409.728
4027000,5365818.9141,-1163800.1755,1655.8273,396.989,205.1634,569.534
4040500,5343521.2195,-985137.9298,456.204,490.0984,367.1432,574.1267
4043050,5420694.7171,-961299.0218,81.1929,287.6987,191.8939,451.2584
4045500,5266570.8597,-757137.3944,2035.913,243.1561,214.0212,358.5225
4057510,5261727.9385,-868045.6387,511.2958,239.4763,181.9963,304.7084
4057800,5330550.5618,-948093.7505,131.5672,501.7602,462.5742,551.0552
4059500,5265805.0664,-939251.3542,1225.6814,326.9188,198.955,487.3228
4063700,5258704.1145,-1027711.2334,394.4942,471.0492,420.7714,538.4672
4074950,5229107.6001,-1059033.4975,1277.6736,486.0438,379.213,588.3464
4105700,4828339.4647,-846117.9887,102.5445,279.6059,239.7974,310.0172
4115265,4922109.605,-796398.6995,100.8803,277.565,241.42,318.8646
4122200,4967114.9605,-871426.8604,1099.7911,255.372,180.7115,384.4093
4122500,4994868.0378,-859474.5561,1871.7259,271.077,181.8135,427.6263
4127918,5244360.8773,-716846.1423,550.8526,237.3594,184.7386,311.2329
4127997,5122348.0634,-730504.6011,478.1161,333.3192,228.2692,465.3798
4161580,4839856.5215,-656869.7807,65.8162,303.0219,259.6434,364.6896
4185000,4736544.4609,-777104.1923,1105.6291,263.0548,211.1169,386.3002
4196800,4609064.2086,-716823.517,624.1196,273.4927,239.7059,307.9898
4197100,4633894.2458,-669968.7518,400.7935,289.976,249.9998,347.5538
4197170,4645383.6363,-680276.1446,92.8756,265.5908,223.0498,297.205
4213000,4694075.4952,-449397.6758,465.6204,307.3672,185.7039,417.7094
4213075,4711709.1044,-432586.7153,12.2086,272.6512,217.5444,301.1341
4216418,4775335.4851,-260511.0527,197.7571,468.3446,291.1038,638.349
4221000,4692395.2897,-231356.7973,761.4782,630.2174,448.4684,781.563
4224775,4741150.4571,-224547.3934,233.3429,497.9082,213.5285,652.0846
4233000,4715262.9889,-123022.0039,93.0417,369.8322,130.8704,589.5345
4256000,4868127.3528,6342.1649,235.0035,496.672,229.9822,707.935
3010655,4680354.7957,-250871.5622,258.6047,618.7222,446.067,765.6566
3011800,4669577.7136,-300050.8677,101.6929,624.979,472.1722,703.215
3015500,4694861.6915,-372065.3162,802.2695,486.7808,362.6499,600.3344
3021350,4714702.5352,-381834.0324,253.1304,485.707,392.7306,568.5122
3026500,4657080.6793,-300300.6364,20.6365,630.4811,515.78,698.2456
3028000,4655633.2484,-308266.6315,168.9146,596.8776,454.4156,706.736
3049000,4577943.9215,-402173.0351,363.2665,380.165,243.8434,475.5
3049800,4545993.176,-425554.1438,16.388,335.3752,229.283,403.4629
3050000,4334110.544,-457985.0924,497.1645,864.8604,592.8388,1449.1829
3069500,4360404.7951,-421912.2638,1892.6111,995.5034,483.2895,1477.052
3070500,4437856.3599,-418936.9003,14.2069,583.0725,409.5008,682.7481
3076600,4438302.4293,-386718.6168,130.7629,750.3606,446.8179,914.739
3078000,4438313.3885,-375767.3581,169.6366,789.1314,636.7271,942.7498
3140000,4553175.454,-589313.0226,73.4091,304.4931,239.0641,385.8534
3144000,4537598.7185,-625110.1311,374.8031,304.1242,228.903,381.8952
3170000,4151335.1657,-513182.0812,821.2488,760.6612,552.4224,1077.875
3173000,4179930.2951,-563088.4195,796.2192,782.9305,504.7263,1245.1085
3180500,4328228.4289,-436480.637,353.4911,1056.8866,818.1126,1400.6964
3182500,4288621.1579,-477164.761,34.8621,895.8578,638.7848,1309.8497
3186500,4302859.4824,-487541.8769,339.2445,1069.1174,668.3515,1431.4635
3237280,4378204.0301,-741069.4767,34.4991,295.4492,156.044,390.8338
3237500,4416987.4846,-759809.0408,1040.1233,272.0433,155.2332,407.7255
3238500,4428228.543,-785574.1969,586.2868,298.5566,175.4142,364.4678
3241500,4505424.8517,-764576.2193,175.6114,325.1828,259.3825,353.8336
3280700,4200718.5763,-769690.4534,165.0884,473.2322,267.2654,727.639
3281500,4217783.8005,-806578.0696,1914.3984,367.5105,197.6076,708.911
3285000,4267010.5621,-883079.2062,862.251,311.0962,178.4248,461.0888
3291780,4437668.5201,-914977.1246,75.5923,275.4177,179.158,308.0521
3338780,4642299.6846,-1080037.8363,734.3854,218.3426,185.6549,267.4422
3340800,4572080.8329,-1021997.8071,385.7788,263.486,208.2869,297.0199
3346000,4520986.1494,-1137434.0961,879.8796,182.6524,140.7853,253.7436
3364500,4493725.1493,-924020.561,255.512,284.5204,203.8776,331.2772
3366500,4434770.6551,-933214.1932,801.1563,245.6809,166.5475,310.0937
3368000,4458068.2535,-925587.6959,33.7949,258.5333,218.0189,283.459
3384450,4337786.6463,-1233606.9124,120.8292,194.1741,112.1214,323.7259
3439000,3985098.8812,-768585.4251,185.4701,964.1523,662.4067,1825.4316
3455500,4001666.1164,-770017.9029,74.1601,1457.5011,907.33,1942.785
3456500,4007075.3175,-759531.9545,142.916,1233.5138,807.2056,1884.7522
3460000,4034969.7712,-783430.8215,132.8532,1212.863,750.0075,1873.5164
3463300,4040881.5245,-698390.7319,117.1912,1189.8134,808.8658,2030.1805
3471500,4141094.9412,-616819.0131,204.3333,910.7465,641.8804,1406.2125
3473000,4132593.171,-635907.2497,808.3388,899.2896,542.5479,1744.8333
3479000,4092114.4149,-648993.3407,93.1754,1009.5209,797.5642,1688.167
3488000,4165884.2406,-617590.5895,590.2918,803.617,517.504,1429.8514
3498500,4050767.092,-838489.2043,725.0339,630.1815,258.4307,2013.1014
3500000,3971959.5812,-816910.8545,377.6083,848.7153,612.463,1586.4784
3500240,3986247.4878,-824166.9945,155.4188,868.6985,579.8364,1643.1022
3504000,3979738.457,-832178.8674,140.6871,1211.6791,938.6636,1655.6068
3574500,3997449.4225,-1081113.1525,866.7414,373.5484,175.9175,579.1826
3592718,4024760.4857,-1273146.5093,72.0087,162.2932,124.7,243.4769
3604000,4080390.6154,-1195719.1577,1246.7439,265.9319,157.148,327.858
5291000,5408701.6791,-1677250.46,1176.8135,420.599,299.122,629.0559
5362000,5262473.3931,-1173707.1821,1583.0151,450.9242,333.8516,586.5644
5393500,5253053.9366,-1149137.4736,234.6032,496.7262,441.3674,591.4898
5399500,5199596.3093,-1173224.9944,610.3809,416.6622,353.3658,461.462
5408000,5075157.5269,-1238199.9127,742.1089,355.6861,240.0884,443.7279
5413500,4982875.1648,-1286411.1731,766.7646,298.5647,185.3368,378.2057
5414000,4977933.7039,-1264240.5868,397.5965,305.9744,198.6198,366.2999
5444000,4863367.2957,-1214230.1908,405.0843,254.3448,188.3239,323.8659
5454000,4869952.6944,-1370521.6422,74.4744,241.5824,206.6901,266.2012
5458000,5080691.6025,-1420932.1283,836.856,365.4195,297.7164,436.1026
5466500,4794643.7493,-1301512.2142,1257.0629,225.0832,163.1017,269.3338
5487980,4846772.8467,-1563769.5389,976.5755,301.1187,234.7052,365.4401
5488200,4853305.9362,-1534350.1765,260.6816,277.6758,224.7628,313.0
5489000,4833229.6639,-1524893.1613,1064.1511,276.0742,210.9191,316.5469
5495000,4762907.7175,-1462351.6815,1131.6948,232.2518,153.9633,303.5939
5495500,4694192.3151,-1395686.9366,985.4572,200.6376,155.2188,241.1508
5501000,4666279.0648,-1465022.8256,1012.0652,215.8736,144.2042,266.2227
5503800,4655212.8483,-1493214.0935,234.0752,233.2622,199.6026,252.0025
5507600,4605957.9831,-1463382.4062,293.5447,228.2347,192.7482,240.5135
5508805,4612037.4033,-1442754.1098,590.9235,217.468,149.0098,262.9169
5525500,4662651.3397,-1086818.3808,1231.4614,217.3307,190.5638,276.5118
5556500,4804275.4753,-1196195.2091,543.3347,247.7371,169.5535,304.2168
5584500,4719834.3104,-1360274.1713,1841.2522,204.6786,122.0066,245.3299
5591550,4558254.2111,-1176816.7345,103.9067,209.8976,189.1594,235.0254
5592050,4562851.2999,-1216116.58,280.3396,198.1402,167.0354,235.3578
5592575,4504505.098,-1228071.5985,125.472,179.7707,152.6386,191.8496
5593575,4450647.4462,-1286752.9621,238.4299,149.3258,129.0839,176.403
5593900,4545767.9265,-1260738.5387,156.8054,203.0368,177.0318,236.3084
5595730,4439799.1435,-1265460.4063,246.2599,155.0911,127.5323,182.9836
7291000,3714899.168,-1580626.6527,534.8891,124.2556,66.1342,162.0143
7359610,4101747.1822,-1793524.2836,388.4862,294.0262,176.8453,663.2556
7362100,3963378.9731,-1756078.6579,1125.1341,69.547,31.6948,126.8073
7362587,4125748.2726,-1716074.9799,79.6701,347.5596,235.1778,568.4387
7375000,3605888.7239,-1556869.9453,275.8852,60.3435,20.4073,98.4244
8013000,3714490.4543,-1810928.2033,1476.5509,76.037,36.6256,142.1842
8014500,3682900.4632,-1822082.707,1507.8303,60.8156,13.4335,135.0082
5057200,5682384.5242,-1711579.9206,1946.2911,451.3654,401.1763,506.3398
5120500,5815670.7091,-1839423.9147,1091.068,497.8444,446.5188,658.6967
6221400,5664881.3218,-2786496.1569,296.7313,3208.349,1976.03,4182.3086
6224000,5637012.6622,-2786657.0973,624.4249,3133.8735,1793.97,4153.9233
6278300,5696621.5929,-2536305.2833,73.5165,3053.608,2751.3352,3495.5127
6280300,5765979.5101,-2725768.0023,0.9551,2139.1365,1902.2974,2874.204
6289000,5754524.5921,-2540194.011,587.0049,2398.8582,1310.5481,3045.793
6291500,5772716.863,-2534000.0476,273.9104,1931.1936,1258.0767,2983.772
6311000,5642453.994,-2539750.1909,78.4648,2740.4795,2486.6904,3159.0474
6332515,5870127.6099,-2013878.3856,223.0686,708.2163,596.4928,845.4674
6339100,5825397.4782,-2051505.6132,617.9731,755.2328,660.9244,934.4808
6344600,5810637.3954,-2074532.1998,481.3554,809.9149,762.8232,880.6328
6350000,5739604.4518,-2086841.5002,1764.7893,823.958,739.9597,1045.4677
6352000,5716588.1406,-2099768.5174,1684.6206,847.1679,755.9002,1052.4844
6404000,5472472.5634,-2264279.5735,181.6911,1526.3777,1161.1068,2183.677
6406000,5466495.0264,-2261023.7874,525.1886,1386.4049,997.4432,2176.0166
6409000,5503821.0253,-2291478.1808,247.0479,2029.1823,1800.7253,2181.625
6431500,5537319.3267,-2279308.6422,513.8982,1798.287,1105.7252,2166.0957
6440200,5416258.8839,-2146285.6301,769.2303,781.9251,687.3922,984.1563
6447500,5333593.3024,-2186276.5901,933.75,1034.8632,931.8511,1190.683
6470800,5575225.9411,-1725096.5071,839.9296,428.5309,395.7587,454.5949
6477500,5299234.1169,-1873393.0486,1548.6068,469.5274,395.6246,617.9308
6479215,5413111.3506,-1703833.3085,200.067,578.9236,543.4927,627.0967
6601000,5057443.6072,-1778792.1281,512.5754,410.6623,332.8276,465.4354
6614800,5192388.6616,-2645771.733,5.9848,3423.2173,3168.323,3779.411
6622700,5318920.6647,-2644514.4524,128.2366,2856.824,2432.797,3293.0999
6623800,5283888.233,-2694164.7439,240.1677,2909.7231,2510.4006,3474.144
6632400,5317791.7949,-2622300.8412,205.1336,2986.0464,2373.6558,3434.517
6746095,5197753.2966,-2644715.4676,11.4699,3282.767,3033.3254,3660.455
6803510,4921249.5214,-1842481.7021,135.3657,382.889,338.104,456.6641
6803530,4932520.2561,-1834392.5596,352.6403,388.8752,338.8088,467.7728
6814000,4810788.6311,-1835946.9739,817.9185,396.4817,318.1415,467.7159
6847900,4892482.6808,-2232880.2991,1829.1597,857.6544,710.5868,1042.4341
6853800,4857226.4356,-2034403.9817,690.0043,564.4887,491.1664,633.277
6876700,4767528.694,-2029908.1114,1228.6333,447.5576,384.7799,572.292
6878000,4739798.666,-1958768.4937,899.3008,401.5412,339.9463,487.5718
6879650,4707826.0994,-1901298.4809,14.4092,393.113,332.7306,443.1482
6885500,4777054.1393,-1853065.6994,1227.1017,399.0146,340.6536,467.134
6888500,4684560.6345,-1883051.9591,965.1408,397.7914,292.4191,488.4133
6889200,4725829.9955,-1831548.516,441.1711,360.6723,290.0814,428.2477
6889500,4712963.4673,-1829845.7366,878.1773,339.4812,264.2506,428.0565
6892000,4697532.2336,-1769463.4146,1236.1118,314.9672,248.3284,363.3466
6903400,4828093.4295,-1566084.2614,534.353,321.5115,283.5944,354.0903
6906800,4555768.3202,-1615228.8878,1574.8007,276.6259,200.1606,356.5199
6910800,4649236.7142,-1872305.7878,509.703,386.7404,322.5056,486.8032
6911900,4656213.293,-1859173.3311,333.7423,367.8056,311.3062,476.8238
6917000,4541699.5776,-1797137.7975,869.8422,299.7854,239.4817,367.9124
6918460,4421288.5743,-1711235.757,731.0459,350.6262,267.6709,441.759
6919500,4472943.9645,-1721226.2855,1204.6371,289.2357,227.1924,361.326
6921070,4433109.9652,-1654185.0358,801.4771,360.3799,265.0669,467.6964
6921200,4457956.2397,-1646993.7863,366.9471,328.8724,269.1168,401.6864
7057500,4338085.9992,-1574804.5316,1614.6951,327.2403,177.7531,492.2292
7060710,4249612.8585,-1614146.1656,169.7204,289.337,133.1903,416.6814
7066000,4354396.1144,-1526762.4702,1154.9246,337.819,189.2667,487.5465
7083000,5066562.9215,-2770445.004,84.2054,3602.1345,2883.5234,4392.4805
7142300,4632290.3883,-2200237.1215,2181.8387,676.8767,593.3481,790.3732
7145700,4541793.9857,-2054046.5547,467.3664,401.6846,354.2366,459.701
7167500,4542067.7137,-1935284.9682,369.8617,380.5726,300.1928,506.1728
7180500,4604793.8397,-1954569.5108,319.0659,435.6704,387.624,469.3956
7184000,4473700.3691,-1811886.3241,579.67,282.7992,251.087,323.8903
7195800,4329181.8618,-1802175.5173,44.0454,405.5109,358.6456,440.9722
7196900,4284223.4222,-1816907.3768,121.2279,407.3737,302.394,554.6266
7197000,4293057.8546,-1831607.7255,919.9762,346.171,214.1156,577.2553
7208500,4695577.3499,-2793396.4599,205.7101,2890.7222,2014.79,3572.4517
7261000,4178277.7488,-1629446.7718,507.6383,222.7114,95.6646,363.4974
7263295,4132341.3786,-1699660.8302,133.7487,245.1744,119.5386,461.1304
7299670,4271389.0238,-2394634.4962,1014.5304,499.3105,438.4515,591.8992
7301410,4418124.4688,-2386325.7139,948.8422,802.839,673.5776,943.083
7315200,4131045.4363,-2242928.9953,602.7301,301.1828,255.6374,361.1724
7315700,4187825.4475,-2183873.034,1770.8912,285.3445,226.1114,396.122
7335700,4146378.479,-1867342.6062,119.0209,462.7756,272.1153,807.1526
7340300,4111281.6604,-1838637.9524,287.8553,393.6972,214.155,704.9081
7346045,3958104.3062,-1915464.9427,1105.7772,98.4845,54.8909,186.119
8023080,3829961.5276,-1878472.2468,225.1394,84.3398,52.1213,125.6769
8050800,4094937.0106,-2133850.4898,128.8479,231.7034,192.069,287.173
8066200,3716281.3933,-2016807.2701,435.5325,78.6105,30.0651,132.1448
8066300,3686284.5657,-2010807.6474,448.2551,68.0946,19.4986,136.3956
8070000,3696479.1197,-2063288.1335,988.0541,88.9494,32.5312,153.0711
8070200,3688860.5817,-2061805.5133,1192.8604,79.6609,13.598,153.213
8082700,4132999.4213,-2399000.9424,337.9992,448.8646,412.5746,495.2232
8086212,4036461.5932,-2399218.7681,1940.453,483.09,361.0788,665.3095
8086290,4022438.7914,-2376592.1554,891.8656,456.4554,364.7162,636.3853
8101000,3882290.2599,-2321125.2907,1432.754,380.5312,225.9632,541.4413
8103900,3811261.4247,-2337527.4956,104.1468,370.5386,293.9676,436.6505
8104900,3778520.2942,-2331222.8976,421.4567,341.2828,201.8367,461.2958
8109700,3724810.7175,-2252382.9385,747.1679,141.0409,89.6238,226.9256
8150800,3788838.7955,-2455766.2902,691.1878,559.0664,378.9188,689.1142
8158700,3721554.7081,-2363599.1692,390.4041,372.6113,265.8098,506.1811
8158810,3720181.6514,-2347637.542,41.2458,319.844,254.8233,378.2879
